 Time, x,y,z,q_x,q_y_,q_z,q_w,x_dot,y_dot,z_dot 
3516.94,490364,4416170,1642.94,0.00354395,9.40E-05,0.0265175,0.999642,0.616319,0,0
3517.06,490364,4416170,1642.94,0.00327134,8.66E-05,0.0264494,0.999645,0.63151,0,0
3517.15,490364,4416170,1642.94,0.00299875,7.87E-05,0.026245,0.999651,0.677083,0,0
3517.27,490364,4416170,1642.94,0.00245352,0.000064415,0.026245,0.999653,0.703125,0,0
3517.34,490364,4416170,1642.94,0.0019083,4.98E-05,0.0261088,0.999657,0.748698,0,0
3517.46,490363,4416170,1642.94,0.00170386,4.39E-05,0.025768,0.999666,0.766059,0,0
3517.55,490363,4416170,1642.94,0.00109047,0.000028183,0.0258362,0.999666,0.772569,0,0
3517.66,490363,4416170,1642.94,0.000477077,1.24E-05,0.0259725,0.999663,0.772569,0,0
3517.76,490363,4416170,1642.94,-6.82E-05,-1.78E-06,0.0261088,0.999659,0.764974,0,0
3517.87,490363,4416170,1642.94,-0.000272615,-7.12E-06,0.0261088,0.999659,0.730252,0,0
3517.94,490363,4416170,1642.94,-0.000408923,-1.07E-05,0.0260406,0.999661,0.732422,0,0
3518.06,490363,4416170,1642.94,-0.000272615,-7.12E-06,0.0261088,0.999659,0.729167,0,0
3518.15,490363,4416170,1642.95,0.00020446,5.37E-06,0.0262451,0.999656,0.738932,0,0
3518.26,490363,4416170,1642.95,0.000954145,2.52E-05,0.0263814,0.999651,0.726997,0,0
3518.34,490363,4416170,1642.94,0.00156751,4.17E-05,0.0265859,0.999645,0.741102,0,0
3518.46,490363,4416170,1642.94,0.00204457,5.49E-05,0.0268584,0.999637,0.742188,0,0
3518.55,490363,4416170,1642.94,0.00245348,6.61E-05,0.0269265,0.999634,0.744358,0,0
3518.66,490363,4416170,1642.94,0.00245347,6.63E-05,0.0269947,0.999633,0.755208,0,0
3518.74,490362,4416170,1642.94,0.00224902,6.07E-05,0.0269947,0.999633,0.775825,0,0
3518.86,490362,4416170,1642.94,0.00224903,6.01E-05,0.0267221,0.99964,0.77474,0,0
3518.95,490362,4416170,1642.94,0.00190828,0.000050621,0.0265177,0.999647,0.77474,0,0
3519.06,490362,4416170,1642.94,0.00149937,3.97E-05,0.0264495,0.999649,0.766059,0,0
3519.15,490362,4416170,1642.94,0.00136307,3.59E-05,0.0263132,0.999653,0.77691,0,0
3519.26,490362,4416170,1642.94,0.00122676,3.21E-05,0.0261769,0.999657,0.772569,0,0
3519.35,490362,4416170,1642.95,0.000817841,2.15E-05,0.0262451,0.999655,0.815972,0,0
3519.46,490362,4416170,1642.95,6.82E-05,1.78E-06,0.0261769,0.999657,0.843099,0,0
3519.54,490362,4416170,1642.95,-0.000545231,-1.42E-05,0.0259724,0.999663,0.876736,0,0
3519.66,490362,4416170,1642.95,-0.00129493,-3.33E-05,0.0256998,0.999669,0.906033,0,0
3519.74,490362,4416170,1642.95,-0.00224911,-5.74E-05,0.0254953,0.999672,0.9375,0,0
